both
ID          Name         Time         Max_wind     Min_pressure Landfall     distance    
AL021963    BEULAH       19d18h       105.0        -999.0       0            6537.255474480159
AL031963    UNNAMED      5d0h         70.0         -999.0       0            1970.2852699935027
AL041963    CINDY        3d12h        55.0         -999.0       0            396.2031560711496
AL051963    DEBRA        5d12h        65.0         -999.0       0            1489.9104119551707
AL061963    EDITH        6d6h         85.0         -999.0       1            1595.3915953855947
AL071963    FLORA        19d6h        130.0        -999.0       5            5965.533791401796
AL081963    GINNY        12d12h       95.0         -999.0       1            2619.3918854820945
AL091963    HELENA       5d6h         45.0         -999.0       0            803.3901869724714
AL101963    UNNAMED      3d0h         50.0         -999.0       0            893.0267831294314
AL011964    UNNAMED      8d6h         60.0         -999.0       0            2210.5263705092148
AL021964    UNNAMED      12d6h        75.0         -999.0       0            4589.829137174378
AL031964    ABBY         3d0h         60.0         -999.0       0            564.5016170185273
AL041964    BRENDA       2d6h         45.0         -999.0       0            559.479853298335
AL051964    CLEO         21d6h        130.0        -999.0       6            6120.057622513696
AL061964    DORA         18d12h       115.0        -999.0       1            5949.67617333424
AL071964    ETHEL        13d6h        90.0         -999.0       0            4330.0277797619765
AL081964    FLORENCE     5d0h         40.0         -999.0       0            1427.9674634033702
AL091964    GLADYS       11d18h       115.0        -999.0       0            2928.6803080653576
AL101964    HILDA        9d0h         120.0        -999.0       1            1808.0574428123898
AL111964    ISBELL       7d12h        100.0        -999.0       2            1413.268316137705
AL121964    UNNAMED      5d0h         60.0         -999.0       0            635.7418029739521
AL131964    UNNAMED      4d18h        50.0         -999.0       0            1252.160047448312
AL011965    UNNAMED      7d0h         50.0         -999.0       0            2988.8297087639644
AL021965    ANNA         5d6h         90.0         -999.0       0            1942.8973902069256
AL031965    BETSY        17d0h        120.0        -999.0       3            3757.981823521009
AL041965    CAROL        17d6h        80.0         -999.0       0            4588.888796321
AL051965    DEBBIE       5d12h        50.0         -999.0       0            835.7631508278155
AL061965    ELENA        8d0h         95.0         -999.0       0            3604.9918558940503
AL071965    UNNAMED      7d12h        50.0         -999.0       0            1881.6643875365942
AL081965    UNNAMED      4d0h         60.0         -999.0       0            1401.102337910704
AL091965    UNNAMED      3d6h         55.0         -999.0       0            696.8313742077273
AL101965    UNNAMED      5d12h        45.0         -999.0       0            1354.638466818336
AL011966    ALMA         9d12h        100.0        -999.0       3            1915.167353080995
AL021966    BECKY        3d18h        75.0         -999.0       0            1225.8434185812748
AL031966    CELIA        9d6h         65.0         -999.0       0            3016.620264028724
AL041966    DOROTHY      9d18h        75.0         -999.0       0            1312.7744910150843
AL051966    ELLA         5d18h        40.0         -999.0       0            1913.3037948406006
AL061966    FAITH        23d18h       105.0        -999.0       0            9153.340989854898
AL071966    GRETA        6d6h         45.0         -999.0       0            1542.5241058745726
AL081966    HALLIE       1d6h         50.0         -999.0       0            48.03813484608068
AL091966    INEZ         20d0h        140.0        -999.0       9            4251.357548446572
AL101966    JUDITH       3d6h         40.0         -999.0       0            1084.3474709023883
AL111966    LOIS         9d18h        75.0         -999.0       0            2945.355432794208
AL121966    UNNAMED      4d6h         40.0         -999.0       0            710.9923061390512
AL131966    UNNAMED      2d0h         25.0         -999.0       0            308.9971870173665
AL141966    UNNAMED      3d0h         30.0         -999.0       0            661.375610730128
AL151966    KENDRA       8d6h         35.0         -999.0       0            1216.0769398373768
AL161966    UNNAMED      6d0h         55.0         -999.0       0            2439.795079862967
AL171966    UNNAMED      6d6h         55.0         -999.0       0            1267.1903938044175
AL011967    UNNAMED      2d0h         25.0         -999.0       0            155.2962656656804
AL031967    UNNAMED      6d6h         45.0         -999.0       0            1103.9406563697946
AL111967    ARLENE       8d0h         80.0         -999.0       0            2833.207644662277
AL121967    CHLOE        17d0h        95.0         -999.0       0            5424.763447995496
AL131967    BEULAH       18d18h       140.0        -999.0       3            3170.6666566049385
AL141967    DORIA        16d18h       85.0         -999.0       0            2600.314765552911
AL151967    UNNAMED      7d18h        30.0         -999.0       0            2383.304865269934
AL161967    UNNAMED      6d12h        40.0         -999.0       0            1089.9293975642797
AL171967    UNNAMED      2d0h         30.0         -999.0       0            289.8764098183068
AL181967    EDITH        4d12h        45.0         -999.0       0            955.6193444427287
AL191967    FERN         2d18h        65.0         -999.0       0            387.31022489125286
AL211967    GINGER       3d6h         45.0         -999.0       0            428.98311123061524
AL231967    UNNAMED      5d0h         50.0         -999.0       0            1602.466391840242
AL241967    UNNAMED      2d0h         30.0         -999.0       0            475.67611920055776
AL251967    HEIDI        14d6h        75.0         -999.0       0            3406.8161191219615
AL271967    UNNAMED      3d12h        45.0         -999.0       0            527.7073203182747
AL281967    UNNAMED      4d6h         35.0         -999.0       0            636.9386231648573
AL011968    ABBY         12d6h        65.0         -999.0       0            1811.9786354560222
AL021968    BRENDA       8d12h        70.0         -999.0       0            2413.2845605389894
AL031968    CANDY        4d12h        60.0         -999.0       0            2009.1306156367705
AL051968    DOLLY        6d18h        75.0         -999.0       0            2819.946070131711
AL061968    UNNAMED      5d6h         25.0         -999.0       0            461.6102578541682
AL081968    EDNA         4d0h         60.0         -999.0       0            882.3394945987579
AL091968    UNNAMED      10d12h       75.0         -999.0       0            2595.109789429893
AL101968    UNNAMED      2d6h         30.0         -999.0       0            613.816572538972
AL121968    FRANCES      6d6h         50.0         -999.0       0            1460.5110168101678
AL131968    UNNAMED      2d12h        30.0         -999.0       0            559.9154580938255
AL141968    GLADYS       8d6h         85.0         -999.0       1            2325.4089049603826
AL151968    UNNAMED      0d12h        30.0         -999.0       0            120.73552727625359
AL161968    UNNAMED      7d6h         55.0         -999.0       0            2310.747409115378
AL031969    UNNAMED      1d6h         25.0         -999.0       0            289.6721794014228
AL051969    UNNAMED      1d12h        30.0         -999.0       0            366.10380836231025
AL061969    ANNA         10d12h       60.0         -999.0       0            4543.079328629567
AL071969    BLANCHE      4d0h         75.0         -999.0       0            2897.5118211634185
